series,selector,value,signal,pad,peripheral,role,#,confidence,basis
CH32V307,afio-tim2-remap,3,TIM2_ETR,PA15,TIM2,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim3-remap,0,TIM3_CH1,PA6,TIM3,CH1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim3-remap,0,TIM3_CH2,PA7,TIM3,CH2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim3-remap,0,TIM3_CH3,PB0,TIM3,CH3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim3-remap,0,TIM3_CH4,PB1,TIM3,CH4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim3-remap,0,TIM3_ETR,PD2,TIM3,ETR,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim3-remap,2,TIM3_CH1,PB4,TIM3,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim3-remap,2,TIM3_CH2,PB5,TIM3,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim3-remap,2,TIM3_CH3,PB0,TIM3,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim3-remap,2,TIM3_CH4,PB1,TIM3,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim3-remap,2,TIM3_ETR,PD2,TIM3,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim3-remap,3,TIM3_CH1,PC6,TIM3,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim3-remap,3,TIM3_CH2,PC7,TIM3,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim3-remap,3,TIM3_CH3,PC8,TIM3,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim3-remap,3,TIM3_CH4,PC9,TIM3,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim3-remap,3,TIM3_ETR,PD2,TIM3,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim4-remap,0,TIM4_CH1,PB6,TIM4,CH1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim4-remap,0,TIM4_CH2,PB7,TIM4,CH2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim4-remap,0,TIM4_CH3,PB8,TIM4,CH3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim4-remap,0,TIM4_CH4,PB9,TIM4,CH4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim4-remap,0,TIM4_ETR,PE0,TIM4,ETR,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim4-remap,1,TIM4_CH1,PD12,TIM4,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim4-remap,1,TIM4_CH2,PD13,TIM4,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim4-remap,1,TIM4_CH3,PD14,TIM4,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim4-remap,1,TIM4_CH4,PD15,TIM4,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim4-remap,1,TIM4_ETR,PE0,TIM4,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim5ch4-rm,0,TIM5_CH4,PA3,TIM5,CH4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim8-remap,0,TIM8_BKIN,PA6,TIM8,BKIN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim8-remap,0,TIM8_CH1,PC6,TIM8,CH1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim8-remap,0,TIM8_CH1N,PA7,TIM8,CH1N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim8-remap,0,TIM8_CH2,PC7,TIM8,CH2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim8-remap,0,TIM8_CH2N,PB0,TIM8,CH2N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim8-remap,0,TIM8_CH3,PC8,TIM8,CH3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim8-remap,0,TIM8_CH3N,PB1,TIM8,CH3N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim8-remap,0,TIM8_CH4,PC9,TIM8,CH4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim8-remap,0,TIM8_ETR,PA0-WKUP,TIM8,ETR,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim8-remap,1,TIM8_BKIN,PB9,TIM8,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim8-remap,1,TIM8_CH1,PB6,TIM8,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim8-remap,1,TIM8_CH1N,PA13,TIM8,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim8-remap,1,TIM8_CH2,PB7,TIM8,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim8-remap,1,TIM8_CH2N,PA14,TIM8,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim8-remap,1,TIM8_CH3,PB8,TIM8,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim8-remap,1,TIM8_CH3N,PA15,TIM8,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim8-remap,1,TIM8_CH4,PC13-TAMPER-RTC,TIM8,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim8-remap,1,TIM8_ETR,PA0-WKUP,TIM8,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,0,TIM9_BKIN,PC5,TIM9,BKIN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim9-remap,0,TIM9_CH1,PA2,TIM9,CH1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim9-remap,0,TIM9_CH1N,PC0,TIM9,CH1N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim9-remap,0,TIM9_CH2,PA3,TIM9,CH2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim9-remap,0,TIM9_CH2N,PC1,TIM9,CH2N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim9-remap,0,TIM9_CH3,PA4,TIM9,CH3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim9-remap,0,TIM9_CH3N,PC2,TIM9,CH3N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim9-remap,0,TIM9_CH4,PC4,TIM9,CH4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim9-remap,0,TIM9_ETR,PA2,TIM9,ETR,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim9-remap,1,TIM9_BKIN,PA1,TIM9,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,1,TIM9_CH1,PA2,TIM9,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,1,TIM9_CH1N,PB0,TIM9,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,1,TIM9_CH2,PA3,TIM9,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,1,TIM9_CH2N,PB1,TIM9,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,1,TIM9_CH3,PA4,TIM9,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,1,TIM9_CH3N,PB2,TIM9,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,1,TIM9_CH4,PC14-OSC32_IN,TIM9,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,1,TIM9_ETR,PA2,TIM9,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,2,TIM9_BKIN,PD14,TIM9,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,2,TIM9_CH1,PD9,TIM9,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,2,TIM9_CH1N,PD8,TIM9,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,2,TIM9_CH2,PD11,TIM9,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,2,TIM9_CH2N,PD10,TIM9,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,2,TIM9_CH3,PD13,TIM9,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,2,TIM9_CH3N,PD12,TIM9,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,2,TIM9_CH4,PD15,TIM9,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,2,TIM9_ETR,PD9,TIM9,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,3,TIM9_BKIN,PD14,TIM9,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,3,TIM9_CH1,PD9,TIM9,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,3,TIM9_CH1N,PD8,TIM9,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,3,TIM9_CH2,PD11,TIM9,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,3,TIM9_CH2N,PD10,TIM9,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,3,TIM9_CH3,PD13,TIM9,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,3,TIM9_CH3N,PD12,TIM9,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,3,TIM9_CH4,PD15,TIM9,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim9-remap,3,TIM9_ETR,PD9,TIM9,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,0,USART1_CK,PA8,USART1,CK,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart1-remap,0,USART1_CTS,PA11,USART1,CTS,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart1-remap,0,USART1_RTS,PA12,USART1,RTS,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart1-remap,0,USART1_RX,PA10,USART1,RX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart1-remap,0,USART1_TX,PA9,USART1,TX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart1-remap,1,USART1_CK,PA8,USART1,CK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,1,USART1_CTS,PA11,USART1,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,1,USART1_RTS,PA12,USART1,RTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,1,USART1_RX,PB7,USART1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,1,USART1_TX,PB6,USART1,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,2,USART1_CK,PA10,USART1,CK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,2,USART1_CTS,PA5,USART1,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,2,USART1_RTS,PA9,USART1,RTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,2,USART1_RX,PA8,USART1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,2,USART1_TX,PB15,USART1,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,3,USART1_CK,PA5,USART1,CK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,3,USART1_CTS,PC4,USART1,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,3,USART1_RTS,PC5,USART1,RTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,3,USART1_RX,PA7,USART1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart1-remap,3,USART1_TX,PA6,USART1,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart2-remap,0,USART2_CK,PA4,USART2,CK,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart2-remap,0,USART2_CTS,PA0-WKUP,USART2,CTS,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart2-remap,0,USART2_RTS,PA1,USART2,RTS,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart2-remap,0,USART2_RX,PA3,USART2,RX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart2-remap,0,USART2_TX,PA2,USART2,TX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart2-remap,1,USART2_CK,PD7,USART2,CK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart2-remap,1,USART2_CTS,PD3,USART2,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart2-remap,1,USART2_RTS,PD4,USART2,RTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart2-remap,1,USART2_RX,PD6,USART2,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart2-remap,1,USART2_TX,PD5,USART2,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,0,USART3_CK,PB12,USART3,CK,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart3-remap,0,USART3_CTS,PB13,USART3,CTS,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart3-remap,0,USART3_RTS,PB14,USART3,RTS,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart3-remap,0,USART3_RX,PB11,USART3,RX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart3-remap,0,USART3_TX,PB10,USART3,TX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart3-remap,1,USART3_CK,PC12,USART3,CK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,1,USART3_CTS,PB13,USART3,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,1,USART3_RTS,PB14,USART3,RTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,1,USART3_RX,PC11,USART3,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,1,USART3_TX,PC10,USART3,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,2,USART3_CK,PD10,USART3,CK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,2,USART3_CTS,PD11,USART3,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,2,USART3_RTS,PD12,USART3,RTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,2,USART3_RX,PA14,USART3,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,2,USART3_TX,PA13,USART3,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,3,USART3_CK,PD10,USART3,CK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,3,USART3_CTS,PD11,USART3,CTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,3,USART3_RTS,PD12,USART3,RTS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,3,USART3_RX,PD9,USART3,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart3-remap,3,USART3_TX,PD8,USART3,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart4-remap,0,UART4_RX,PC11,USART4,RX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart4-remap,0,UART4_TX,PC10,USART4,TX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart4-remap,1,UART4_RX,PB1,USART4,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart4-remap,1,UART4_TX,PB0,USART4,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart4-remap,2,UART4_RX,PE1,USART4,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart4-remap,2,UART4_TX,PE0,USART4,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart4-remap,3,UART4_RX,PE1,USART4,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart4-remap,3,UART4_TX,PE0,USART4,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart5-remap,0,UART5_RX,PD2,USART5,RX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart5-remap,0,UART5_TX,PC12,USART5,TX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart5-remap,1,UART5_RX,PB5,USART5,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart5-remap,1,UART5_TX,PB4,USART5,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart5-remap,2,UART5_RX,PE9,USART5,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart5-remap,2,UART5_TX,PE8,USART5,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart5-remap,3,UART5_RX,PE9,USART5,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart5-remap,3,UART5_TX,PE8,USART5,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart6-remap,0,UART6_RX,PC1,USART6,RX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart6-remap,0,UART6_TX,PC0,USART6,TX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart6-remap,1,UART6_RX,PB9,USART6,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart6-remap,1,UART6_TX,PB8,USART6,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart6-remap,2,UART6_RX,PE11,USART6,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart6-remap,2,UART6_TX,PE10,USART6,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart6-remap,3,UART6_RX,PE11,USART6,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart6-remap,3,UART6_TX,PE10,USART6,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart7-remap,0,UART7_RX,PC3,USART7,RX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart7-remap,0,UART7_TX,PC2,USART7,TX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart7-remap,1,UART7_RX,PA7,USART7,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart7-remap,1,UART7_TX,PA6,USART7,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart7-remap,2,UART7_RX,PE13,USART7,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart7-remap,2,UART7_TX,PE12,USART7,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart7-remap,3,UART7_RX,PE13,USART7,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart7-remap,3,UART7_TX,PE12,USART7,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart8-remap,0,UART8_RX,PC5,USART8,RX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart8-remap,0,UART8_TX,PC4,USART8,TX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-usart8-remap,1,UART8_RX,PA15,USART8,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart8-remap,1,UART8_TX,PA14,USART8,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart8-remap,2,UART8_RX,PE15,USART8,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart8-remap,2,UART8_TX,PE14,USART8,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart8-remap,3,UART8_RX,PE15,USART8,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-usart8-remap,3,UART8_TX,PE14,USART8,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V317,afio-can-remap,0,CAN1_RX,PA11,CAN1,RX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-can-remap,0,CAN1_TX,PA12,CAN1,TX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-can-remap,2,CAN1_RX,PB8,CAN1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V317,afio-can-remap,2,CAN1_TX,PB9,CAN1,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V317,afio-can-remap,3,CAN1_RX,PD0,CAN1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V317,afio-can-remap,3,CAN1_TX,PD1,CAN1,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V317,afio-can2-remap,0,CAN2_RX,PB12,CAN2,RX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-can2-remap,0,CAN2_TX,PB13,CAN2,TX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-can2-remap,1,CAN2_RX,PB5,CAN2,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V317,afio-can2-remap,1,CAN2_TX,PB6,CAN2,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V317,afio-eth-remap,0,ETH_MII_COL,PA3,ETH,MII_COL,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_CRS,PA0-WKUP,ETH,MII_CRS,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_MDC,PC1,ETH,MII_MDC,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_MDIO,PA2,ETH,MII_MDIO,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_PPS_OUT,PB5,ETH,MII_PPS_OUT,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_RXD0,PC4,ETH,MII_RXD0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_RXD1,PC5,ETH,MII_RXD1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_RXD2,PB0,ETH,MII_RXD2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_RXD3,PB1,ETH,MII_RXD3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_RX_CLK,PA1,ETH,MII_RX_CLK,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_RX_DV,PA7,ETH,MII_RX_DV,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_RX_ER,PB10,ETH,MII_RX_ER,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_TXD0,PB12,ETH,MII_TXD0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_TXD1,PB13,ETH,MII_TXD1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_TXD2,PC2,ETH,MII_TXD2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_TXD3,PB8,ETH,MII_TXD3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_TX_CLK,PC3,ETH,MII_TX_CLK,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_MII_TX_EN,PB11,ETH,MII_TX_EN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_RGMII_125IN,PB1,ETH,RGMII_125IN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_RGMII_GTXC,PA2,ETH,RGMII_GTXC,#,reference,candidates(datasheet-pin-table-default:en)
CH32V317,afio-eth-remap,0,ETH_RGMII_MDC,PB12,ETH,RGMII_MDC,#,reference,candidates(datasheet-pin-table-default:en)
